material_id,material_name,band_gap,formation_energy_per_atom,energy_above_hull,efermi,is_metal,density,volume,nsites,spacegroup_number,bulk_modulus
mp-10018,PAN,0.0,0.0216390625,0.0216390625,6.20071114,1,8.157868481081163,46.205987384126566,1,225,154.6484695145695
mp-1183057,PMMA,0.0,0.015585797500004002,0.015585797500008,6.15524333,1,8.313273945401516,136.02668597010646,3,152,24.210685658538637
mp-862690,PVDF,0.0,0.0,0.0,6.1281104,1,8.17018178829182,184.54540076862065,4,194,176.1949593376018
mp-861724,PMMA,0.0,-0.413285237500005,0.08711758447916601,6.54635054,1,11.36726437762304,110.1573687869758,4,225,136.02426905989745
mp-1183076,PVDF,0.0,-0.48027804250000306,0.0,6.13266239,1,9.490475602624924,134.56309719889316,4,225,139.06498799230155
mp-1207297,PVDF,0.0,-1.460072974,1.242843714666666,-0.13890028000000001,1,3.512584302253199,297.73514374101035,5,123,186.6136873558789
mp-1183068,PEO,0.0,-0.40283124874999704,0.027136786875004003,5.12639259,1,8.243209586617187,128.14491097102075,4,225,165.7408493653461
mp-1183063,PEO,0.0,-0.46480851375000004,0.05905399421875,5.76222364,1,8.44954191431781,125.58895639675303,4,225,105.71390428710755
mp-1183086,PLA,0.0,-0.43368235062500504,0.0,5.17959558,1,9.570976516145288,133.07264127884656,4,225,117.46221140701336
mp-862319,PMMA,0.0,-0.5426539487500001,0.07460025710229701,5.96407139,1,8.37029263624578,135.91761187913772,4,225,58.13181200555554
mp-1207291,PVDF,0.0,-1.622560442000001,1.313464733,-0.09121875,1,3.166314983503059,283.6718875773945,5,123,49.01463039453512
mp-862786,PAN,0.0,-0.386251328749999,0.0,6.20896401,1,8.59830517904435,113.97907949916606,4,225,95.4210282617779
mp-1183120,PEO,0.0,-0.016838317499995002,0.0030135806250080003,6.82981152,1,9.971867965777491,103.01340117510605,4,225,90.15666161326384
mp-867122,PLA,0.0,-0.27116471749999904,0.11074834515624501,6.76698989,1,8.064008692611875,112.35632999102056,4,225,55.89402729680454
mp-865470,PEO,0.0,-0.37453171624999704,0.14242658500000202,6.80725945,1,8.371543611775841,126.20467542837422,4,225,193.80508122554352
mp-862683,PLA,0.0,-0.287378448749997,0.015807976562498,6.23088656,1,8.414438900311154,115.89401606648477,4,225,127.914307601833
mp-861872,PLA,0.0,-0.583250138125002,0.0,5.6623405,1,9.670946624304037,124.86821324902324,4,225,38.03813890874915
mp-1183085,PLA,0.0,-0.006879308333334001,0.033049974166663006,5.26585694,1,6.748691045089812,235.37724069558234,6,63,17.218005767404883
mp-985286,PVDF,0.0,-0.006998733333333,0.032930549166664005,5.30984922,1,6.791641239563196,116.94436002058241,3,139,182.47434421887297
mp-1183078,PLA,0.0,-0.26746134000000005,0.0,6.06368497,1,8.045456041810434,141.4845630793459,4,225,71.74486901272623
mp-1183079,PVDF,0.0,-0.19924529333333202,0.0,5.86030696,1,8.085059245187924,140.21302232701095,4,225,40.723718134872215
mp-11107,PMMA,3.522599999999999,-3.737668289999997,0.0,4.69645087,0,9.109129867325775,91.51122386046316,5,164,193.62286184225033
mp-32800,PVDF,2.2962,-2.4930635934375,0.0,5.79182041,0,6.535149338291522,1118.407852007047,40,122,131.14930348523265
mp-977351,PAN,3.0275,-2.440363970687502,0.052699622749997004,3.0080895,0,5.562970721400395,328.4648931310559,10,167,22.781014647547956
mp-983586,PEO,0.0,-0.461455381875005,0.05358062644442801,6.17861374,1,9.212666158817267,123.04899776225282,4,225,20.118985729378544
mp-1183077,PEO,0.0,0.024890391249996,0.06904487218749701,4.83785822,1,7.558103070241818,143.10254944697016,4,225,14.596053621906325
mp-865535,PAN,0.0,-0.37824771749999503,0.004478638281256,5.35114424,1,8.1531421580633,119.98769093173414,4,225,33.52333351300669
mp-1183080,PLA,0.0,0.077761538124995,0.21334002874999602,5.69339792,1,8.698073655591466,150.60190524557544,4,139,81.27168560980877
mp-1183112,PMMA,0.0,0.084600328124999,0.220178818749999,5.89603594,1,8.795745210236547,297.8591201059116,8,194,180.89047165631007
mp-1183100,PMMA,0.0,-0.081378241770828,0.065255266666667,5.58272393,1,8.465940021118719,311.2448134722492,8,194,31.184458277037525
mp-1183105,PEO,0.0,0.127471966874999,0.127471966874999,6.91755083,1,8.600356501228827,158.53938101467168,4,221,153.58797703574203
mp-1183307,PEO,0.0,0.17250888187500302,0.17250888187500302,7.50504307,1,9.27794537808979,146.9608992773626,4,139,19.69012314377376
mp-1183673,PAN,0.0,0.130006046875003,0.130006046875003,6.24069047,1,8.045300738401082,338.95443826039144,8,194,182.23135522349304
mp-1183056,PEO,0.0,-0.22682963583334,0.702535130000001,5.55346015,1,7.307826775366824,162.79781013597596,4,221,16.373447864116656
mp-1183113,PLA,0.0,-0.22815831833334202,0.701206447499998,6.09616844,1,7.66006951102616,310.62334203894056,8,194,148.1104235462137
mp-1183075,PLA,0.0,0.450682595624996,0.450682595624996,5.90903152,1,8.090113400875609,150.45137186627116,4,221,159.22544676231112
mp-1183081,PAN,0.0,0.06687583312499601,0.06687583312499601,5.58469349,1,8.42104366462826,166.32911055436634,4,139,157.76053766675193
mp-1183103,PVDF,0.0,0.068457499374993,0.068457499374993,5.51149989,1,8.37612839422867,334.4420325844545,8,194,54.5344897270919
mp-1183096,PVDF,0.0,-0.23379942312499902,0.366534977916667,6.51596364,1,7.958048350154888,168.57863580203767,4,139,123.17053475911572
mp-1183107,PVDF,0.0,-0.20040900187500002,0.39992539916666703,6.78480915,1,8.165467581750958,328.5928015963273,8,194,74.14456987227399
mp-985305,PVDF,0.0,-0.25022404062499903,0.0,6.5213184,1,8.547052742837637,309.22633068126885,8,194,14.967687981120829
mp-1183095,PLA,0.0,0.032081053125004005,0.032081053125004005,6.57813226,1,7.728659383101937,176.16057279362144,4,139,45.16359433442858
mp-985540,PLA,0.0,0.024142175625001,0.024142175625001,6.43012379,1,7.51037614881384,362.5610853243514,8,194,133.99492414206424
mp-1183097,PAN,0.0,0.6916704356249991,0.6916704356249991,6.86780673,1,9.377220856369709,137.582258343403,4,139,189.1508253173601
mp-1183104,PAN,0.0,0.556803858125,0.556803858125,6.3854428,1,9.016807444368908,142.5229257483528,4,139,43.000231450505694
mp-985554,PLA,0.0,0.018526088750000003,0.018526088750000003,5.50494719,1,7.815555595730561,350.671571231021,8,194,125.31104066326503
mp-1183280,PVDF,0.0,0.46171710593749504,0.46171710593749504,7.03524762,1,9.414685112108275,323.8291764380507,8,194,31.943758530892858
mp-985561,PEO,0.0,0.119352678124997,0.119352678124997,5.72201279,1,7.579566615941284,318.0863005992664,8,194,138.2676600767713
mp-1183122,PAN,0.0,-0.274677942187501,0.081147285,7.03136825,1,8.528232203376154,276.1332351723397,8,194,15.250864996315158
mp-861939,PMMA,0.0,-0.381719823125003,0.115386579999999,6.8008984,1,8.833790548115585,150.3261470506523,4,221,51.973647760817585
mp-1183108,PVDF,0.0,0.39966871479167304,0.39966871479167304,6.28638329,1,8.254063492955588,146.63227740960318,4,139,199.9519189997912
mp-985506,PEO,0.0,-0.16381396812499802,0.0,6.53301628,1,9.509015509482957,309.2251888955367,8,194,109.65715485605217
mp-1183094,PLA,0.0,0.49425355062500304,0.49425355062500304,6.06154598,1,8.3089785939614,146.27760096759854,4,139,11.80070905508347
mp-1183083,PLA,0.0,0.058625999375003006,0.058625999375003006,5.53581188,1,7.532052286652469,169.73577623650237,4,139,120.74385258350691
mp-1183059,PEO,0.0,0.052333960624999,0.052333960624999,5.08119558,1,8.591634155022035,165.06368391048264,4,221,116.9895802340462
